Unnamed: 0,name,main_category,rating,reviews,categories,address,city,country,state,zipcode,broader_category,Weighted_Score,Weighted_Average,All_Cities,description
1199,Wyoming Historic Governors' Mansion State Historic Site,Museum,4.8,268.0,"Museum, Historical landmark, Tourist attraction","Wyoming Historic Governors' Mansion State Historic Site, 300 E 21st St, Cheyenne, WY 82001",Cheyenne,USA,WY,,Cultural,1286.4,4.7,Cheyenne,"Wyoming Historic Governors' Mansion State Historic Site in Cheyenne, WY offers a rich cultural experience, showcasing local heritage and history."
1200,Cheyenne Street Railway Trolley,Tourist attraction,4.4,97.0,"Tourist attraction, Bus and coach company, Corporate office","Cheyenne Street Railway Trolley, 121 W 15th St #202, Cheyenne, WY 82001",Cheyenne,USA,WY,,Entertainment,426.8,4.58,Cheyenne,"Cheyenne Street Railway Trolley in Cheyenne, WY is a fun-filled destination with exciting activities and entertainment options."
1201,Nelson Museum of the West,Museum,4.7,92.0,"Museum, Tourist attraction","Nelson Museum of the West, 1714 Carey Ave, Cheyenne, WY 82001",Cheyenne,USA,WY,,Cultural,432.4,4.7,Cheyenne,"Nelson Museum of the West in Cheyenne, WY offers a rich cultural experience, showcasing local heritage and history."
1202,Messenger's Old West Museum,Museum,4.7,106.0,"Museum, Tourist attraction","Messenger's Old West Museum, 616 Crook Ave, Cheyenne, WY 82001",Cheyenne,USA,WY,,Cultural,498.2000000000001,4.7,Cheyenne,"Messenger's Old West Museum in Cheyenne, WY offers a rich cultural experience, showcasing local heritage and history."
1203,Lummus Park,Park,4.6,21205.0,"Park, Tourist attraction","Lummus Park, 1130 Ocean Dr, Miami Beach, FL 33139",Miami,USA,FL,,Nature,97543.0,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Lummus Park in Miami, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1204,Zoo Miami,Zoo,4.5,17747.0,"Zoo, Botanical garden, Conservation department, Non-profit organization","Zoo Miami, 12400 SW 152nd St, Miami, FL 33177",Miami,USA,FL,,Entertainment,79861.5,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Zoo Miami in Miami, FL is a fun-filled destination with exciting activities and entertainment options."
1205,Vizcaya Museum & Gardens,Art museum,4.7,12895.0,"Art museum, Historical landmark, Museum, Tourist attraction","Vizcaya Museum & Gardens, 3251 S Miami Ave, Miami, FL 33129",Miami,USA,FL,,Cultural,60606.5,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Vizcaya Museum & Gardens in Miami, FL offers a rich cultural experience, showcasing local heritage and history."
1206,Tropical Park,Park,4.6,12199.0,"Park, City park, Tourist attraction","Tropical Park, 7900 SW 40th St, Miami, FL 33155",Miami,USA,FL,,Nature,56115.4,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Tropical Park in Miami, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1207,Crandon Park,Park,4.5,10109.0,"Park, Public beach, Tourist attraction","Crandon Park, 6747 Crandon Blvd, Key Biscayne, FL 33149",Miami,USA,FL,,Nature,45490.5,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Crandon Park in Miami, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1208,Maurice A. Ferre Park,Park,4.7,5459.0,"Park, Tourist attraction","Maurice A. Ferre Park, 1075 Biscayne Blvd, Miami, FL 33132",Miami,USA,FL,,Nature,25657.3,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Maurice A. Ferre Park in Miami, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1209,Jungle Island,Theme park,4.1,5024.0,"Theme park, Amusement park, Tourist attraction, Zoo","Jungle Island, 1111 Parrot Jungle Trail, Miami, FL 33132",Miami,USA,FL,,Entertainment,20598.4,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Jungle Island in Miami, FL is a fun-filled destination with exciting activities and entertainment options."
1210,Superblue Miami,Art museum,4.2,2941.0,Art museum,"Superblue Miami, 1101 NW 23rd St, Miami, FL 33127",Miami,USA,FL,,Cultural,12352.2,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Superblue Miami in Miami, FL offers a rich cultural experience, showcasing local heritage and history."
1211,Hobie Island Beach Park,Park,4.6,2489.0,"Park, Tourist attraction","Hobie Island Beach Park, Old, Rickenbacker Cswy, Miami, FL 33149",Miami,USA,FL,,Nature,11449.4,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Hobie Island Beach Park in Miami, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1212,Peacock Park,Park,4.6,1568.0,"Park, Tourist attraction","Peacock Park, 2820 McFarlane Rd, Miami, FL 33133",Miami,USA,FL,,Nature,7212.799999999999,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Peacock Park in Miami, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1213,Alice Wainwright Park,Park,4.6,1448.0,"Park, Tourist attraction","Alice Wainwright Park, 2901 Brickell Ave, Miami, FL 33129",Miami,USA,FL,,Nature,6660.799999999999,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Alice Wainwright Park in Miami, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1214,Domino Park,Park,4.4,1404.0,"Park, Tourist attraction","Domino Park, 1444 SW 8th St, Miami, FL 33135",Miami,USA,FL,,Nature,6177.6,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Domino Park in Miami, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1215,Indian Beach Park,Park,4.6,1277.0,"Park, Tourist attraction","Indian Beach Park, 4601 Collins Ave, Miami Beach, FL 33140",Miami,USA,FL,,Nature,5874.2,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Indian Beach Park in Miami, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1216,Watson Island Park,Park,4.5,1209.0,"Park, Tourist attraction","Watson Island Park, 1050 MacArthur Cswy, Miami, FL 33132",Miami,USA,FL,,Nature,5440.5,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Watson Island Park in Miami, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1217,Museum of Illusions,Museum,4.2,1183.0,"Museum, Art museum","Museum of Illusions, 536 Lincoln Rd, Miami Beach, FL 33139",Miami,USA,FL,,Cultural,4968.6,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Museum of Illusions in Miami, FL offers a rich cultural experience, showcasing local heritage and history."
1218,World Erotic Art Museum,Art museum,4.3,1091.0,"Art museum, Tourist attraction","World Erotic Art Museum, 1205 Washington Ave, Miami Beach, FL 33139",Miami,USA,FL,,Cultural,4691.3,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","World Erotic Art Museum in Miami, FL offers a rich cultural experience, showcasing local heritage and history."
1219,Cubaocho Museum & Performing Arts Center,Art museum,4.4,1025.0,"Art museum, Art gallery, Bar, Lounge, Night club, Tourist attraction","Cubaocho Museum & Performing Arts Center, 1465 SW 8th St #106, Miami, FL 33135",Miami,USA,FL,,Cultural,4510.0,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Cubaocho Museum & Performing Arts Center in Miami, FL offers a rich cultural experience, showcasing local heritage and history."
1220,HistoryMiami Museum,Museum,4.6,1010.0,"Museum, Cultural center, History museum, Tourist attraction","HistoryMiami Museum, 101 W Flagler St, Miami, FL 33130",Miami,USA,FL,,Cultural,4646.0,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","HistoryMiami Museum in Miami, FL offers a rich cultural experience, showcasing local heritage and history."
1221,Miami Beach Boardwalk,Historical landmark,4.7,890.0,"Historical landmark, Tourist attraction","Miami Beach Boardwalk, Miami Beach, FL 33140",Miami,USA,FL,,Cultural,4183.0,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Miami Beach Boardwalk in Miami, FL offers a rich cultural experience, showcasing local heritage and history."
1222,Miami Friends of the Japanese Garden,Park,4.4,863.0,"Park, Tourist attraction","Miami Friends of the Japanese Garden, 1101 MacArthur Cswy, Miami Beach, FL 33139",Miami,USA,FL,,Nature,3797.2,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Miami Friends of the Japanese Garden in Miami, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1223,The Barnacle Historic State Park,Park,4.5,833.0,"Park, Museum, Tourist attraction","The Barnacle Historic State Park, 3485 Main Hwy, Miami, FL 33133",Miami,USA,FL,,Nature,3748.5,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","The Barnacle Historic State Park in Miami, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1224,Marjory Stoneman Douglas Ocean Beach Park,Park,4.6,532.0,"Park, Tourist attraction","Marjory Stoneman Douglas Ocean Beach Park, 225 Ocean Dr, Miami Beach, FL 33139",Miami,USA,FL,,Nature,2447.2,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Marjory Stoneman Douglas Ocean Beach Park in Miami, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1225,Freedom Tower at Miami Dade College,Art museum,4.5,462.0,"Art museum, Historical landmark, History museum, Tourist attraction","Freedom Tower at Miami Dade College, 600 Biscayne Blvd, Miami, FL 33132",Miami,USA,FL,,Cultural,2079.0,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Freedom Tower at Miami Dade College in Miami, FL offers a rich cultural experience, showcasing local heritage and history."
1226,Torch of Friendship,Tourist attraction,4.6,445.0,Tourist attraction,"Torch of Friendship, 301 Biscayne Blvd, Miami, FL 33132",Miami,USA,FL,,Entertainment,2047.0,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Torch of Friendship in Miami, FL is a fun-filled destination with exciting activities and entertainment options."
1227,Jewish Museum of Florida-FIU,Museum,4.6,402.0,"Museum, Tourist attraction","Jewish Museum of Florida-FIU, 301 Washington Ave, Miami Beach, FL 33139",Miami,USA,FL,,Cultural,1849.2,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Jewish Museum of Florida-FIU in Miami, FL offers a rich cultural experience, showcasing local heritage and history."
1228,Lummus Park Historic District,Historical landmark,4.5,401.0,"Historical landmark, Park, Tourist attraction","Lummus Park Historic District, 404 NW 3rd St, Miami, FL 33128",Miami,USA,FL,,Cultural,1804.5,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Lummus Park Historic District in Miami, FL offers a rich cultural experience, showcasing local heritage and history."
1229,Grapeland Heights Park,Park,4.4,388.0,"Park, Tourist attraction","Grapeland Heights Park, 1550 NW 37th Ave, Miami, FL 33125",Miami,USA,FL,,Nature,1707.2,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Grapeland Heights Park in Miami, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1230,Coral Gables Museum,Museum,4.4,355.0,"Museum, Art museum, Education center, Historical landmark, Local history museum, Tourist attraction","Coral Gables Museum, 285 Aragon Ave, Coral Gables, FL 33134",Miami,USA,FL,,Cultural,1562.0000000000002,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Coral Gables Museum in Miami, FL offers a rich cultural experience, showcasing local heritage and history."
1231,Lowe Art Museum,Art museum,4.6,269.0,"Art museum, Tourist attraction","Lowe Art Museum, 1301 Stanford Dr, Miami, FL 33146",Miami,USA,FL,,Cultural,1237.4,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Lowe Art Museum in Miami, FL offers a rich cultural experience, showcasing local heritage and history."
1232,Simpson Park,Park,4.6,255.0,"Park, Tourist attraction","Simpson Park, 55 SW 17th Rd, Miami, FL 33129",Miami,USA,FL,,Nature,1173.0,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Simpson Park in Miami, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1233,Dogs and Cats Walkway and Sculpture Gardens,Tourist attraction,4.8,147.0,Tourist attraction,"Dogs and Cats Walkway and Sculpture Gardens, 1025 Biscayne Blvd, Miami, FL 33132",Miami,USA,FL,,Entertainment,705.6,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Dogs and Cats Walkway and Sculpture Gardens in Miami, FL is a fun-filled destination with exciting activities and entertainment options."
1234,Bay of Pigs Museum & Library,Museum,4.6,135.0,"Museum, Tourist attraction","Bay of Pigs Museum & Library, Temporary location to visit, 1338 SW 8th St, Miami, FL 33135",Miami,USA,FL,,Cultural,621.0,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Bay of Pigs Museum & Library in Miami, FL offers a rich cultural experience, showcasing local heritage and history."
1235,Historic Black Police Precinct Courthouse and Museum,Museum,4.9,107.0,"Museum, History museum, Tourist attraction","Historic Black Police Precinct Courthouse and Museum, 480 NW 11th St, Miami, FL 33136",Miami,USA,FL,,Cultural,524.3000000000001,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Historic Black Police Precinct Courthouse and Museum in Miami, FL offers a rich cultural experience, showcasing local heritage and history."
1236,Biscayne National Park Institute at Coconut Grove,Tourist attraction,5.0,106.0,Tourist attraction,"Biscayne National Park Institute at Coconut Grove, 3400 Pan American Dr, Miami, FL 33133",Miami,USA,FL,,Entertainment,530.0,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Biscayne National Park Institute at Coconut Grove in Miami, FL is a fun-filled destination with exciting activities and entertainment options."
1237,Miami EcoAdventures,Tourist attraction,4.8,88.0,Tourist attraction,"Miami EcoAdventures, 3401 SW 72nd Ave, Miami, FL 33155",Miami,USA,FL,,Entertainment,422.4,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Miami EcoAdventures in Miami, FL is a fun-filled destination with exciting activities and entertainment options."
1238,American Dream Tour Miami - City Tours in Classic Convertible Car,Tourist attraction,4.8,71.0,"Tourist attraction, Sightseeing tour agency","American Dream Tour Miami - City Tours in Classic Convertible Car, 1677 Collins Ave, Miami Beach, FL 33139",Miami,USA,FL,,Entertainment,340.8,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","American Dream Tour Miami - City Tours in Classic Convertible Car in Miami, FL is a fun-filled destination with exciting activities and entertainment options."
1239,Miami Skyline View,Tourist attraction,4.8,67.0,"Tourist attraction, Scenic spot","Miami Skyline View, 3401 Rickenbacker Cswy, Miami, FL 33149",Miami,USA,FL,,Entertainment,321.6,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Miami Skyline View in Miami, FL is a fun-filled destination with exciting activities and entertainment options."
1240,Miami Walk of Fame,Tourist attraction,4.3,66.0,Tourist attraction,"Miami Walk of Fame, 401 Biscayne Blvd, Miami, FL 33132",Miami,USA,FL,,Entertainment,283.8,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Miami Walk of Fame in Miami, FL is a fun-filled destination with exciting activities and entertainment options."
1241,Miami G,Tourist attraction,4.9,61.0,Tourist attraction,"Miami G, 1111 Lincoln Rd, Miami Beach, FL 33139",Miami,USA,FL,,Entertainment,298.90000000000003,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Miami G in Miami, FL is a fun-filled destination with exciting activities and entertainment options."
1242,Wynwood Walls,Museum,4.7,42769.0,"Museum, Art center, Art museum, Event venue, Park, Tourist attraction","Wynwood Walls, 2516 NW 2nd Ave, Miami, FL 33127",Miami,USA,FL,,Cultural,201014.3,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Wynwood Walls in Miami, FL offers a rich cultural experience, showcasing local heritage and history."
1243,Collins Park,Park,4.6,3681.0,"Park, Tourist attraction","Collins Park, 2100 Collins Ave, Miami Beach, FL 33140",Miami,USA,FL,,Nature,16932.6,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Collins Park in Miami, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1244,Flamingo Park,Park,4.7,2203.0,"Park, Tourist attraction","Flamingo Park, 999 11th St, Miami Beach, FL 33139",Miami,USA,FL,,Nature,10354.1,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Flamingo Park in Miami, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1245,Little Havana Visitor Center,Tourist attraction,4.4,1825.0,Tourist attraction,"Little Havana Visitor Center, 1600 SW 8th St, Miami, FL 33135",Miami,USA,FL,,Entertainment,8030.000000000001,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Little Havana Visitor Center in Miami, FL is a fun-filled destination with exciting activities and entertainment options."
1246,Brickell Key Park,Park,4.8,503.0,"Park, Tourist attraction","Brickell Key Park, Brickell Key Dr, Miami, FL 33131",Miami,USA,FL,,Nature,2414.4,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Brickell Key Park in Miami, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1247,Miami Circle National Historic Landmark,Historical landmark,4.6,375.0,"Historical landmark, Park","Miami Circle National Historic Landmark, 401 Brickell Ave, Miami, FL 33131",Miami,USA,FL,,Cultural,1724.9999999999998,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Miami Circle National Historic Landmark in Miami, FL offers a rich cultural experience, showcasing local heritage and history."
1248,Playa Miami Beach,Tourist attraction,4.8,278.0,Tourist attraction,"Playa Miami Beach, 465 Ocean Dr, Miami Beach, FL 33139",Miami,USA,FL,,Entertainment,1334.4,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Playa Miami Beach in Miami, FL is a fun-filled destination with exciting activities and entertainment options."
1249,South Pointe Park Lighthouse,Tourist attraction,4.9,267.0,Tourist attraction,"South Pointe Park Lighthouse, 50 Washington Ave, Miami Beach, FL 33139",Miami,USA,FL,,Entertainment,1308.3000000000002,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","South Pointe Park Lighthouse in Miami, FL is a fun-filled destination with exciting activities and entertainment options."
1250,Wynwood,Tourist attraction,4.6,227.0,Tourist attraction,"Wynwood, Miami, FL 33127",Miami,USA,FL,,Entertainment,1044.1999999999998,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Wynwood in Miami, FL is a fun-filled destination with exciting activities and entertainment options."
1251,Ocean Drive Miami Beach,Tourist attraction,4.8,191.0,Tourist attraction,"Ocean Drive Miami Beach, Miami Beach, FL 33139",Miami,USA,FL,,Entertainment,916.8,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Ocean Drive Miami Beach in Miami, FL is a fun-filled destination with exciting activities and entertainment options."
1252,South Beach Clock Tower,Tourist attraction,4.6,168.0,Tourist attraction,"South Beach Clock Tower, Miami Beach, FL 33139",Miami,USA,FL,,Entertainment,772.8,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","South Beach Clock Tower in Miami, FL is a fun-filled destination with exciting activities and entertainment options."
1253,Bay of Pigs Monument,Historical landmark,4.5,161.0,"Historical landmark, Tourist attraction","Bay of Pigs Monument, 806 SW 13th Ave, Miami, FL 33135",Miami,USA,FL,,Cultural,724.5,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Bay of Pigs Monument in Miami, FL offers a rich cultural experience, showcasing local heritage and history."
1254,Miami Bull,Tourist attraction,4.8,113.0,Tourist attraction,"Miami Bull, 300 NE 2nd Ave, Miami, FL 33132",Miami,USA,NE,,Entertainment,542.4,4.75,"Atlanta, Fort-lauderdale, Lincoln, Miami, Minneapolis, Oklahoma-city, Omaha, Portland, Seattle, Washington-d-c, Wilmington","Miami Bull in Miami, NE is a fun-filled destination with exciting activities and entertainment options."
1255,Museum of Discovery and Science,Museum,4.6,6256.0,"Museum, Children's camp, Children's museum, Gift shop, IMAX theater, Science museum, Tourist attraction","Museum of Discovery and Science, 401 SW 2nd St, Fort Lauderdale, FL 33312",Fort-lauderdale,USA,FL,,Cultural,28777.6,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Museum of Discovery and Science in Fort-lauderdale, FL offers a rich cultural experience, showcasing local heritage and history."
1256,Butterfly World,Tourist attraction,4.7,5896.0,"Tourist attraction, Bird watching area, Botanical garden, Bridge, Garden, Garden center, Gift shop, Laboratory, Museum, Nature preserve","Butterfly World, Tradewinds Park - South, 3600 W Sample Rd, Coconut Creek, FL 33073",Fort-lauderdale,USA,FL,,Entertainment,27711.2,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Butterfly World in Fort-lauderdale, FL is a fun-filled destination with exciting activities and entertainment options."
1257,Jungle Queen Riverboat,Tourist attraction,4.5,4799.0,"Tourist attraction, Barbecue restaurant, Boat tour agency, Sightseeing tour agency","Jungle Queen Riverboat, 801 Seabreeze Blvd, Fort Lauderdale, FL 33316",Fort-lauderdale,USA,FL,,Entertainment,21595.5,4.61,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Jungle Queen Riverboat in Fort-lauderdale, FL is a fun-filled destination with exciting activities and entertainment options."
1258,Fort Lauderdale Beach,Beach,4.7,3863.0,Beach,"Fort Lauderdale Beach, Florida A1A, Fort Lauderdale, FL 33304",Fort-lauderdale,USA,FL,,Nature,18156.1,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Fort Lauderdale Beach in Fort-lauderdale, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1259,Snyder Park,Park,4.7,2336.0,"Park, Tourist attraction","Snyder Park, 3299 SW 4th Ave, Fort Lauderdale, FL 33315",Fort-lauderdale,USA,FL,,Nature,10979.2,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Snyder Park in Fort-lauderdale, FL is a beautiful natural attraction perfect for outdoor lovers and scenic experiences."
1260,Bonnet House Museum & Gardens,Museum,4.6,1891.0,"Museum, Art museum, Event venue, Garden, Historical landmark, Non-profit organization, Tourist attraction","Bonnet House Museum & Gardens, 900 N Birch Rd, Fort Lauderdale, FL 33304",Fort-lauderdale,USA,FL,,Cultural,8698.599999999999,4.63,"Daytona-beach, Fort-lauderdale, Jacksonville, Key-west, Miami, Naples, Orlando, Pensacola, Sarasota, Tallahassee, Tampa, West-palm-beach","Bonnet House Museum & Gardens in Fort-lauderdale, FL offers a rich cultural experience, showcasing local heritage and history."
